X_input,y_prediction
0.4831921185927586,0.4841554488401743
0.16700888077047793,0.31182119108702844
-0.11987660236389752,0.20187997275724123
0.2910702543411069,0.4281457865968441
-0.2619164099147897,0.19201019371380534
-0.1526273303014557,0.21960831298556005
0.426141799924859,0.46816623983063455
-0.18654601449211586,0.1493842770946649
0.3710838382144612,0.4730975639116776
-0.08787257828389361,0.22933490474771662
0.40218640627904706,0.46416752575902304
0.1633806756389239,0.31121555789272354
0.056629837745608036,0.3112730016392484
-0.30616827626679777,0.12434447599268907
-0.32033514801588103,0.11920433554456687
0.22219814152722084,0.4041738039961743
0.0068862604732484725,0.2602302833012185
-0.4837530150177658,0.07137489273568295
0.14853747076250198,0.3163909949718165
-0.08253022763780604,0.23022666321918045
-0.03236607155689941,0.2697561983483727
-0.4498296722369488,0.10020159204101214
-0.17580990455149392,0.2157386059553536
-0.14796546119441525,0.19127355419068093
-0.024329631090788784,0.2710976672317313
0.09822140631363883,0.2874520088677081
0.11704895511482705,0.29059475870651086
-0.3604063376567899,0.11126996851369331
0.010015887186183736,0.26075269097422016
-0.12870289660400291,0.19613716373546908
-0.103257752301262,0.22676676251516342
-0.2917316380647985,0.1870333485861862
-0.21457042685112734,0.1447063525591341
-0.4784439846410568,0.07226109856704992
0.20820036631408545,0.40183724785465946
-0.4799042597916624,0.07201733807026806
0.021701202014385638,0.262703238584999
0.11769319878045816,0.29070230025973853
0.19142189299370596,0.32515809904683457
-0.4402959061501708,0.06628921011946871
-0.4241046632228692,0.07745727047463659
0.3879141745518656,0.47590693299139597
-0.0802816443795672,0.23060200328154035
0.06943206516460199,0.3353952546554847
-0.15281494478967306,0.21957699568537903
0.4144155790376315,0.46620884567781773
-0.4969125979242312,0.06917826047087744
0.3509293009417854,0.42729860547199694
-0.14487624066932014,0.19178921429700424
0.04032820613484889,0.3129869844058668
-0.0960510381326567,0.22796972824988687
-0.48520014054298,0.0711333382775046
0.35216453925144264,0.4275047975724825
-0.4540232778170231,0.09950158088783922
0.4818157308692786,0.4839257054046707
-0.15987650828581856,0.21839825768248983
0.25994688587059805,0.41047493450752465
0.16595880441735544,0.3116459124111045
0.321555217312236,0.43323442373145493
0.4047124648742866,0.4645891784186248
-0.3836673932553365,0.1205483708442261
-0.24805541520144625,0.139116942268586
-0.09326444771361796,0.2284348740109612
0.3647356403524917,0.4296032075706442
0.08638251386649888,0.3432362382938948
0.3382464305893681,0.4360205712371633
-0.32486541107255584,0.11844813274873628
0.19886520364106364,0.4002789988458364
-0.07457276835883209,0.23155494518430134
-0.4618935553271776,0.0924815313805244
0.4378269313880732,0.4765829612845732
0.3873739032696438,0.4758167447329743
0.08609621869586859,0.3431884482185335
-0.4117013096751661,0.07952767335677999
-0.4436508254335889,0.06572919926638743
0.3706352452053204,0.47302268614738896
-0.0663703274644657,0.2849726388096649
0.4680406113294143,0.4816263087629624
0.15428093085931527,0.30969660162778856
0.22425169370346154,0.40451659077104013
-0.2249905356514645,0.14296700341190008
-0.15464284575731024,0.21927187645510782
0.4901631194354752,0.48531907451960055
0.2995596495874913,0.4295628554431874
0.1174058145353044,0.2906543315439331
-0.3500606044053548,0.14288342160360903
-0.06198685902062895,0.2857043381107598
0.10853363497006796,0.2891733575836567
0.2501474088811848,0.40883917886235643
-0.16381241579269734,0.2177412668965627
-0.19021938810961547,0.1487711046190024
-0.018864931220489375,0.2720098484595467
0.3918839068105806,0.4765695755497783
0.3835275302909533,0.47517469343047924
-0.4890754267997778,0.07048646552378665
0.4909250135596964,0.4854462530028633
0.26082012965083223,0.4106207009341494
-0.21676275839719816,0.14434040806585396
0.24587830558971224,0.408126565053148
0.33128310549713746,0.4348582350719688
